station_complex_id,model,n_train,n_test,n_features,Train RMSE,Train R^2,Train MAE,Train MAPE,Test RMSE,Test R^2,Test MAE,Test MAPE
205,Baseline,25797,8253,1,46.94554186745345,-0.4696659649263748,28.17253944257084,103.61095529840252,32.72579756468896,-0.0287337087842021,17.22403974312371,60.7433825515668
71,Baseline,25797,8253,1,260.57805290844635,-0.1234976705160051,176.3121293173625,202.04743342763555,279.19783768857263,-0.0306764591362902,195.1160790015752,192.5747572491433
209,Baseline,25797,8253,1,106.34910852314955,-0.5434865910264215,72.90281815715005,106.43950476594816,105.06967217588272,-0.0327155638555853,57.76856900521023,57.78264989346885
8,Baseline,25797,8253,1,476.5392320541776,-0.0520054997406309,329.2557661743614,553.9838601131637,527.6384768878211,-0.0411723393856235,368.8724100327154,577.7472828307767
223,Baseline,25797,8253,1,432.8322990318132,0.0255229909420235,311.2777067100825,218.1756183024528,489.84915630095065,-0.0429770846255552,370.5332606324973,209.34517802161812
336,Baseline,25797,8253,1,177.64510199131095,0.0664136509723115,133.8407954413304,277.12930254747323,138.4248715017816,-0.0450515861090867,106.91530352599057,244.568419132957
319,Baseline,25797,8253,1,295.19202789596693,-0.0055113937208568,213.69938364926156,179.10090094622774,330.3281369433496,-0.0455090599566287,242.40155095116927,160.47132302969317
162,Baseline,25797,8253,1,425.30273518996455,0.0085745773004758,326.43974105516145,201.93912541227817,498.8694458264197,-0.0531132787701369,386.6946564885496,149.96125091136537
453,Baseline,25797,8253,1,279.7976175517064,0.0123682342358859,191.2934449742218,122.14104054288232,317.71539785425057,-0.0613402779388287,238.54986065673089,117.8974012211698
326,Baseline,25797,8253,1,165.20082903082067,-0.1215122772796968,108.4325696786448,270.9453827388396,175.49248560705897,-0.0638680048656803,120.97322185871803,243.4905568742097
20,Baseline,25797,8253,1,160.1989973930797,-0.0618597494842743,101.14714889328216,316.93862212297574,171.29132966122054,-0.0731834729307232,108.76372228280626,309.4378405060543
327,Baseline,25797,8253,1,510.6273413159762,-0.0502329001753167,331.22956157692755,295.14039605793096,584.9658419337405,-0.0732366431361737,382.6736944141524,274.51741853398454
613,Baseline,25797,8253,1,1394.5966020618505,-0.0677733321730715,954.1171841687018,197.54171990981712,1501.3197669958006,-0.0827002405855765,1033.3992487580274,192.6993265869725
306,Baseline,25797,8253,1,190.70483138375437,-0.0496339548826267,140.98581230375626,168.70530154979417,214.6152997509556,-0.0843355487711847,157.93481158366654,166.73547330065682
234,Baseline,25797,8253,1,307.9158616410295,-0.0703695572831846,242.4427646625577,205.7973802582565,338.18440404994254,-0.0885124383260078,266.27844420210835,245.23362763417128
201,Baseline,25797,8253,1,17.331193715767053,-0.4231775404338895,10.374539675156026,150.5146300491362,18.065634204812767,-0.0922847078310824,8.073185508300012,99.21702273353084
277,Baseline,25797,8253,1,470.03718609568494,-0.0955306374273443,312.7676086366632,181.6557759673956,547.4314705532909,-0.0930089292730333,373.6058403004968,184.51211326373988
603,Baseline,25797,8253,1,212.3383551848476,-0.2145108029519586,158.27072915455287,116.38139346138595,251.1954129077424,-0.0941370894552833,188.08760450745183,110.34535130075014
314,Baseline,25797,8253,1,494.1616278738385,-0.0367194816446658,363.7921463736093,461.1186999682101,549.4571729465907,-0.0941430973503856,407.48031019023387,444.0086888947996
607,Baseline,25797,8253,1,2326.921171003077,-0.0741982281518702,1773.5763848509516,172.08139674081738,2643.7133343523465,-0.0956730988746896,2005.97564521992,163.14612886154194
292,Baseline,25797,8253,1,160.9766740612223,-0.0645283816837909,115.807225646393,293.46222042101834,178.26018808609103,-0.0973896857933673,129.46601235914213,278.6262411554609
403,Baseline,25797,8253,1,623.54817568686,-0.0899723883615613,443.976276311199,207.40492962313715,720.6900610259263,-0.105224455933264,516.69501999273,217.73389065924724
